id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
50680970,https://www.airbnb.com/rooms/50680970,2.02406E+13,6/30/2024,city scrape,Sky Cabin,"This Restorative Cabin offers Stunning and Expansive forest views, nestled steps away from the State park trail head, and a 10 minute drive to the ocean.  The cabin offers wood floors throughout, a huge kitchen and a large partially covered deck that overlooks the state park.  This is a Nature lovers absolute dream come true.  Surrounded by redwoods yet Centrally located minutes to Aptos and Santa Cruz. Perfect for a family getaway or romantic retreat.  NO LARGE PARTIES- {Quiet Hours} 9pm-9am",,https://a0.muscache.com/pictures/miso/Hosting-50680970/original/d67b94e6-fe5e-4aad-a0f2-3c90c3cd2416.jpeg,100114471,https://www.airbnb.com/users/show/100114471,Janiece,10/17/2016,"Santa Cruz, CA","Hello I love being an Airbnb host in Santa Cruz,  CA",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/33757b01-8e79-4e44-88de-d2ca93f1a815.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/33757b01-8e79-4e44-88de-d2ca93f1a815.jpg?aki_policy=profile_x_medium,Santa Cruz,26,50,"['email', 'phone']",t,t,,Unincorporated Areas,,37.00199,-121.90113,Entire home,Entire home/apt,5,1.5,1.5 baths,3,3,"[""Ethernet connection"", ""Iron"", ""Drying rack for clothing"", ""Oven"", ""Freezer"", ""Mountain view"", ""First aid kit"", ""Self check-in"", ""Toaster"", ""Radiant heating"", ""Refrigerator"", ""Fire extinguisher"", ""Hot water kettle"", ""Private entrance"", ""Free driveway parking on premises"", ""Conditioner"", ""Garden view"", ""Books and reading material"", ""Baking sheet"", ""Essentials"", ""Bathtub"", ""Clothing storage"", ""TV with Chromecast"", ""Board games"", ""Kitchen"", ""Body soap"", ""Outdoor furniture"", ""Private patio or balcony"", ""Blender"", ""Microwave"", ""Lockbox"", ""Coffee maker"", ""Dining table"", ""Shampoo"", ""Smoke alarm"", ""Cooking basics"", ""Dishes and silverware"", ""Cleaning products"", ""Hair dryer"", ""Indoor fireplace: wood-burning"", ""Extra pillows and blankets"", ""Coffee"", ""Dedicated workspace"", ""Piano"", ""Outdoor dining area"", ""Stove"", ""Bed linens"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Wifi"", ""Wine glasses"", ""Hot water"", ""Hangers""]",$315.00 ,1,90,1,5,1125,1125,2,1125,,t,10,40,62,325,6/30/2024,119,30,2,7/19/2021,6/10/2024,4.78,4.82,4.51,4.91,4.83,4.84,4.67,,f,18,18,0,0,3.31
50757220,https://www.airbnb.com/rooms/50757220,2.02406E+13,6/30/2024,city scrape,"Beautiful 1-bedroom, private entry and bathroom","Elegant, quiet room in gated community with a private entry and ADA compliant bathroom located in beautiful Aptos Hills/Larken Valley.  In the country, but close to the beach, Nicene Marks redwood forest and quaint Capitola seaside village.  Lovely queen sized bed with additional queen sized pull-out couch that is amazingly comfortable. Microwave, Keurig coffee maker, private refrigerator and bottled water dispenser.","Lovely gated community in the country of Aptos Hills far from city sounds, surrounded by majestic redwoods.  Located on one acre, find peace and beauty!",https://a0.muscache.com/pictures/miso/Hosting-50757220/original/6ec40c39-04c9-4dd6-9821-8157967dc568.jpeg,103633529,https://www.airbnb.com/users/show/103633529,Emilie,11/14/2016,"Watsonville, CA",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/b4a295f0-4ff1-4d8c-86e4-50a7f0e985fd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b4a295f0-4ff1-4d8c-86e4-50a7f0e985fd.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Unincorporated Areas,,36.970509,-121.820969,Private room in bed and breakfast,Private room,4,1,1 private bath,1,2,"[""Luggage dropoff allowed"", ""Iron"", ""Private BBQ grill: gas"", ""Pool table"", ""EV charger - level 1"", ""Suave conditioner"", ""Self check-in"", ""Pack \u2019n play/Travel crib - available upon request"", ""Outdoor playground"", ""Hammock"", ""Outdoor kitchen with sink"", ""Children's playroom"", ""Radiant heating"", ""Fire extinguisher"", ""Refrigerator"", ""Private entrance"", ""Free driveway parking on premises \u2013 1 space"", ""Mini fridge"", ""Garden view"", ""Books and reading material"", ""Kitchenette"", ""Laundromat nearby"", ""Keypad"", ""Essentials"", ""Fire pit"", ""Board games"", ""Clothing storage: closet and dresser"", ""Body soap"", ""Room-darkening shades"", ""Lock on bedroom door"", ""Changing table - available upon request"", ""Outdoor furniture"", ""Ping pong table"", ""Single level home"", ""Private backyard \u2013 Not fully fenced"", ""Microwave"", ""Dining table"", ""36 inch TV"", ""Smoke alarm"", ""Dishes and silverware"", ""Booster seat high chair - available upon request"", ""Hair dryer"", ""Extra pillows and blankets"", ""Coffee"", ""Dedicated workspace"", ""Coffee maker: Keurig coffee machine"", ""Outdoor dining area"", ""Elevator"", ""Bed linens"", ""Wine glasses"", ""Wifi"", ""Barbecue utensils"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""Suave shampoo"", ""Portable heater"", ""Hot water"", ""Hangers""]",$109.00 ,1,21,1,1,1125,1125,1,1125,,t,12,32,62,62,6/30/2024,158,50,7,8/31/2021,6/29/2024,4.96,4.96,4.9,4.99,4.96,4.87,4.94,,t,1,0,1,0,4.58
50765792,https://www.airbnb.com/rooms/50765792,2.02406E+13,6/30/2024,city scrape,"Treescape House, Scotts Valley/Santa Cruz Getaway","A peaceful, serene, modern rustic house. Perfect, relaxing getaway, private back deck , nestled among the oaks, redwoods, and rolling hills . Around the corner from 1440 Multiversity, next to Glenwood Preserve, in beautiful Scotts Valley, CA. Treescape Home, is 5 minutes from restaurants, grocery stores, coffee shops, microbrewery, and more. Treescape Home,  is a mile from Highway 17, 8 miles to Santa Cruz, 10 miles to Natural Bridges State Beach, and 15 miles to Silicon Valley.","Treescape house is located in beautiful Bethany Park, across the street from Glenwood Preserve, and around the corner from 1440 Multiversity.",https://a0.muscache.com/pictures/830defd7-95a5-4eb7-81e2-ea4ddaf78a94.jpg,15288716,https://www.airbnb.com/users/show/15288716,Lara,5/9/2014,"San Jose, CA",,within an hour,100%,97%,,https://a0.muscache.com/im/pictures/user/483ec444-8a59-4781-976e-a2a2903ae6e7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/483ec444-8a59-4781-976e-a2a2903ae6e7.jpg?aki_policy=profile_x_medium,,3,8,"['email', 'phone']",t,t,Neighborhood highlights,City of Scotts Valley,,37.0723,-121.99493,Entire home,Entire home/apt,4,1,1 bath,2,2,"[""Iron"", ""Freezer"", ""Mountain view"", ""First aid kit"", ""Self check-in"", ""Toaster"", ""Free driveway parking on premises \u2013 1 space"", ""Radiant heating"", ""Refrigerator"", ""Fire extinguisher"", ""Hot water kettle"", ""Private entrance"", ""Conditioner"", ""Stainless steel oven"", ""Garden view"", ""Baking sheet"", ""Laundromat nearby"", ""Keypad"", ""Essentials"", ""Bathtub"", ""Free street parking"", ""Kitchen"", ""Room-darkening shades"", ""Shower gel"", ""Outdoor furniture"", ""Backyard"", ""Private patio or balcony"", ""Single level home"", ""Free washer \u2013 In building"", ""Blender"", ""Microwave"", ""Cleaning available during stay"", ""Park view"", ""Dining table"", ""Shampoo"", ""Smoke alarm"", ""Cooking basics"", ""Dishes and silverware"", ""Cleaning products"", ""Hangers"", ""Hair dryer"", ""Indoor fireplace: electric"", ""Extra pillows and blankets"", ""GE stainless steel gas stove"", ""Ceiling fan"", ""Coffee"", ""Dedicated workspace"", ""Valley view"", ""Coffee maker: Keurig coffee machine"", ""Portable air conditioning"", ""Free dryer \u2013 In building"", ""Long term stays allowed"", ""Bed linens"", ""Carbon monoxide alarm"", ""Clothing storage: closet"", ""Dishwasher"", ""Wifi"", ""Beach access \u2013 Beachfront"", ""Wine glasses"", ""Hot water"", ""70 inch HDTV with premium cable, Netflix, Fire TV, Amazon Prime Video""]",$205.00 ,2,90,2,2,1125,1125,2,1125,,t,1,14,33,34,6/30/2024,90,39,4,7/19/2021,6/23/2024,4.97,4.98,4.96,4.98,4.99,4.84,4.79,,f,2,2,0,0,2.5
50895787,https://www.airbnb.com/rooms/50895787,2.02406E+13,6/30/2024,city scrape,"Large, updated 5 bedroom ocean front home","NEW LISTING: RECENTLY REDUCED…Enjoy all the Monterey Bay has to offer in this incredible, completely renovated 5 bedroom, 3.5 bath beach house. Large open floor plan, with huge back deck and balcony. Watch the whales and dolphins play  while relaxing on the sunny ocean front balconies.  Located on one of the largest beaches in Santa Cruz County.  You can walk for miles or just sit in the sand and watch the waves. Great house for multiple families.<br /> NO FIREPLACE USE <br />TV STREAMING ONLY","Great family neighborhood, walking distance to all conveniences; coffee shop, deli, restaurant, and market. Right across the street from the longest stretch of beach in Santa Cruz County.",https://a0.muscache.com/pictures/c59e1760-940b-40a3-9e0a-eb0aedeee96a.jpg,77921432,https://www.airbnb.com/users/show/77921432,Cheshire Rio Realty,6/15/2016,,Follow us on our new social media account to stay in the loop! @CheshireRioRealty ,within a few hours,93%,87%,t,https://a0.muscache.com/im/pictures/user/c74e6a3f-214e-4767-b7bb-728fcf554a00.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c74e6a3f-214e-4767-b7bb-728fcf554a00.jpg?aki_policy=profile_x_medium,Santa Cruz,53,64,"['email', 'phone']",t,t,Neighborhood highlights,Unincorporated Areas,,36.9654,-121.90097,Entire home,Entire home/apt,12,3.5,3.5 baths,5,9,"[""Heating"", ""Oven"", ""Iron"", ""Trash compactor"", ""Freezer"", ""BBQ grill: gas"", ""Waterfront"", ""Self check-in"", ""Toaster"", ""Refrigerator"", ""Fire extinguisher"", ""Private backyard \u2013 Fully fenced"", ""Mini fridge"", ""Baking sheet"", ""Essentials"", ""Bathtub"", ""Free street parking"", ""Clothing storage: closet and dresser"", ""Portable fans"", ""Bay view"", ""Kitchen"", ""Coffee maker: drip coffee maker"", ""Outdoor furniture"", ""Private patio or balcony"", ""Outdoor shower"", ""Blender"", ""Beach essentials"", ""Microwave"", ""Dining table"", ""Smoke alarm"", ""Cooking basics"", ""Dishes and silverware"", ""Cleaning products"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Extra pillows and blankets"", ""Free washer \u2013 In unit"", ""Outdoor dining area"", ""Building staff"", ""Beach view"", ""Stove"", ""Bed linens"", ""TV"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Wifi"", ""Barbecue utensils"", ""Free parking on premises"", ""Beach access \u2013 Beachfront"", ""Wine glasses"", ""Hot water"", ""Hangers""]","$1,435.00 ",3,21,3,7,7,21,3.8,20.2,,t,7,27,41,217,6/30/2024,0,0,0,,,,,,,,,,,f,45,45,0,0,
50901475,https://www.airbnb.com/rooms/50901475,2.02406E+13,6/30/2024,city scrape,Cozy Home*Dog Friendly* State Parks Pass Include,"This centrally located, spacious 3 bedroom/2 bathroom home is located in a uniquely within the City of Watsonville, 20 minutes from Gilroy, 25 minutes to downtown Santa Cruz, 25 minutes to Monterey. This newly updated home features a walk-in shower with three water features in the master bathroom. Full laundry services, and up to date appliances. A curved Television is in the living room, the master bedroom features a queen bed, with a flatscreen television. Same with the second bedroom and more",Established community!,https://a0.muscache.com/pictures/miso/Hosting-50901475/original/7d296a69-e03e-4379-93bf-0a50ca0670e2.jpeg,56813705,https://www.airbnb.com/users/show/56813705,Mike And Jenny,1/31/2016,"Santa Cruz, CA",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/43d7a0b4-4481-4125-8d09-8d9465df7432.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/43d7a0b4-4481-4125-8d09-8d9465df7432.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,Neighborhood highlights,City of Watsonville,,36.9244,-121.74572,Entire home,Entire home/apt,8,2,2 baths,3,4,"[""Children\u2019s books and toys"", ""Ethernet connection"", ""Iron"", ""Drying rack for clothing"", ""Children\u2019s dinnerware"", ""Freezer"", ""Mountain view"", ""Indoor fireplace"", ""Central heating"", ""First aid kit"", ""Self check-in"", ""Toaster"", ""Refrigerator"", ""Coffee maker: drip coffee maker, french press, Keurig coffee machine"", ""Fire extinguisher"", ""Hot water kettle"", ""Private backyard \u2013 Fully fenced"", ""Smart lock"", ""Conditioner"", ""Stainless steel oven"", ""Baking sheet"", ""High chair"", ""Laundromat nearby"", ""Essentials"", ""Bathtub"", ""Sound system with Bluetooth and aux"", ""Board games"", ""Free street parking"", ""Exterior security cameras on property"", ""Outlet covers"", ""Kitchen"", ""Body soap"", ""Room-darkening shades"", ""Shower gel"", ""Outdoor furniture"", ""Private patio or balcony"", ""Single level home"", ""Free washer \u2013 In building"", ""Blender"", ""Kenmore gas stove"", ""Microwave"", ""Beach essentials"", ""Dining table"", ""Shampoo"", ""Smoke alarm"", ""Pack \u2019n play/Travel crib"", ""Cooking basics"", ""Cleaning products"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Crib"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Ceiling fan"", ""Coffee"", ""Dedicated workspace"", ""Pets allowed"", ""Luggage dropoff allowed"", ""65 inch HDTV with Amazon Prime Video"", ""Window guards"", ""Outdoor dining area"", ""Long term stays allowed"", ""Bed linens"", ""Baby safety gates"", ""Carbon monoxide alarm"", ""Wine glasses"", ""Dishwasher"", ""BBQ grill"", ""Wifi"", ""Barbecue utensils"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Free parking on premises"", ""Beach access \u2013 Beachfront"", ""Babysitter recommendations"", ""Fireplace guards"", ""Hot water"", ""Hangers""]",$392.00 ,1,1125,1,1,1125,1125,1,1125,,t,5,20,35,179,6/30/2024,124,31,1,8/15/2021,6/22/2024,4.98,4.99,4.98,4.99,4.99,4.75,4.89,,f,1,1,0,0,3.54
50999514,https://www.airbnb.com/rooms/50999514,2.02406E+13,6/30/2024,city scrape,Gorgeous 30+ Term Vacation Rental in Santa Cruz!,"Beautifully remodeled two bedroom, one bath home in the heart of Santa Cruz! Will only book 30 days+. Modern, airy and bright. Large comfortable couches for family time and entertaining guests. Large back patio for BBQ's with friends and a great backyard for the kids.  Both bedrooms have plush beds with large closets, very roomy. BONUS ROOM! The garage is converted into an amazing work space, school space or separate living room with WIFI and large TV. Rates change seasonally.","Great location in mid-town Santa Cruz, close to beach and would be an easy UC Santa Cruz commute. Easy access to grocery stores and restaurants. This home has something for everyone!",https://a0.muscache.com/pictures/prohost-api/Hosting-50999514/original/d79478f8-4c38-4549-bf72-4bdb0bd0132e.jpeg,24413952,https://www.airbnb.com/users/show/24413952,Power West,12/2/2014,"Capitola, CA",We are a Real Estate and Property Management company located in the heart of Santa Cruz and Capitola.  We offer clean and fun getaways for you and your guests!,within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/6ebee509-a759-4c51-a5b1-9ebf667ddf5a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6ebee509-a759-4c51-a5b1-9ebf667ddf5a.jpg?aki_policy=profile_x_medium,Santa Cruz,33,46,"['email', 'phone']",t,t,Neighborhood highlights,City of Santa Cruz,,36.98231,-122.00429,Entire home,Entire home/apt,5,1,1 bath,2,3,"[""Heating"", ""Oven"", ""First aid kit"", ""Self check-in"", ""Toaster"", ""Patio or balcony"", ""Refrigerator"", ""Fire extinguisher"", ""Private entrance"", ""Essentials"", ""Clothing storage"", ""Free street parking"", ""Kitchen"", ""Single level home"", ""Electric stove"", ""Microwave"", ""Lockbox"", ""Coffee maker"", ""Smoke alarm"", ""Cooking basics"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Free dryer \u2013 In building"", ""Long term stays allowed"", ""Bed linens"", ""TV"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Wifi"", ""Ocean view"", ""Free parking on premises"", ""Private backyard \u2013 Fully fenced""]",$199.00 ,30,90,30,30,90,90,30,90,,t,0,22,52,327,6/30/2024,0,0,0,,,,,,,,,,,f,32,32,0,0,
51018964,https://www.airbnb.com/rooms/51018964,2.02406E+13,6/30/2024,city scrape,*New* Soquel Villa (30 day min),"Welcome to your vacation destination at this beautifully landscaped oasis, located between Aptos and Capitola Village.",,https://a0.muscache.com/pictures/5d610d53-fa6e-4e6d-adc4-e01e873b9463.jpg,7687215,https://www.airbnb.com/users/show/7687215,Lara,7/24/2013,"Santa Cruz, CA",,within an hour,100%,N/A,f,https://a0.muscache.com/im/users/7687215/profile_pic/1438552399/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/7687215/profile_pic/1438552399/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Unincorporated Areas,,36.99398329,-121.9335206,Entire home,Entire home/apt,8,3.5,3.5 baths,4,4,"[""Oven"", ""Drying rack for clothing"", ""Trash compactor"", ""Freezer"", ""Indoor fireplace"", ""Central heating"", ""First aid kit"", ""Self check-in"", ""Toaster"", ""Refrigerator"", ""Fire extinguisher"", ""Hot water kettle"", ""Private backyard \u2013 Fully fenced"", ""Private hot tub"", ""Mini fridge"", ""Conditioner"", ""Sonos Bluetooth sound system"", ""Exercise equipment"", ""Wolf gas stove"", ""Books and reading material"", ""Baking sheet"", ""Private pool"", ""Safe"", ""Private gym in building"", ""Essentials"", ""Bathtub"", ""Fire pit"", ""Free street parking"", ""Exterior security cameras on property"", ""Portable fans"", ""Kitchen"", ""Body soap"", ""Room-darkening shades"", ""Shower gel"", ""Outdoor furniture"", ""Ping pong table"", ""Private patio or balcony"", ""Outdoor shower"", ""Blender"", ""Beach essentials"", ""Microwave"", ""Lockbox"", ""Dining table"", ""Shampoo"", ""Clothing storage: walk-in closet"", ""Smoke alarm"", ""Cooking basics"", ""Cleaning products"", ""Dishes and silverware"", ""Hair dryer"", ""Free dryer"", ""Extra pillows and blankets"", ""Coffee maker: drip coffee maker, french press, Nespresso, pour-over coffee"", ""Coffee"", ""Dedicated workspace"", ""Private outdoor kitchen"", ""Outdoor dining area"", ""Bed linens"", ""TV"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishwasher"", ""Wifi"", ""Barbecue utensils"", ""Washer"", ""Free parking on premises"", ""Wine glasses"", ""Hot water"", ""Hangers""]",$440.00 ,30,180,30,30,180,180,30,180,,t,0,26,56,331,6/30/2024,1,1,0,7/30/2023,7/30/2023,5,5,5,5,5,5,3,,f,1,1,0,0,0.09
51068776,https://www.airbnb.com/rooms/51068776,2.02406E+13,6/30/2024,city scrape,Campsite #2 in Redwood Forest - Hot Water Shower,"No trash service! Pack out your trash!<br />No camp fire, drugs/smoke, loud music/noise, quiet hour 10p-8a<br />Campsite 2 is well shaded, very private<br />4-6 people, 1 car.  Extra car $15/day, pet $10/day<br />1 picnic table<br />Bathrooms with hot water shower<br />Utility shed sink with natural spring water, hot water<br />45 acre redwood, campground, outdoor amphitheater, hiking trail to creek, small waterfall, deer, turkey, owl<br />Paved road, 20 min to LG downtown, 25 min to Santa Cruz",,https://a0.muscache.com/pictures/8492ebe0-b8bb-4dfd-a22a-b2aa7f32b6a9.jpg,191263876,https://www.airbnb.com/users/show/191263876,Alice,5/23/2018,"Los Gatos, CA","Enjoy the quietness and peace, and keep quiet and peaceful. 
No loud music and parties please.",within an hour,99%,100%,f,https://a0.muscache.com/im/pictures/user/c1f09cc4-7fe8-4b98-a9ac-89c7a214a428.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c1f09cc4-7fe8-4b98-a9ac-89c7a214a428.jpg?aki_policy=profile_x_medium,,21,38,['phone'],t,t,,Unincorporated Areas,,37.1011,-121.92869,Campsite,Entire home/apt,6,0,0 baths,0,1,"[""Shampoo"", ""Private entrance"", ""Dryer"", ""Pets allowed"", ""Washer""]",$51.00 ,1,14,1,1,1125,1125,1,1125,,t,25,55,85,85,6/30/2024,32,5,0,8/4/2021,1/18/2024,4.53,4.75,4.72,4.78,4.69,4.75,4.53,,t,17,17,0,0,0.9
51107726,https://www.airbnb.com/rooms/51107726,2.02406E+13,6/30/2024,city scrape,Shorebirds 223,Beautiful condo with updated furnishing and ocean views from the 2nd floor. This condo is ideal for a couple or family. The beach is just a 3-minute walk from the front door; enjoy a long walk on the beach or a short walk to your bonfire. Bonfires are allowed until 10 pm. The sunsets are a must-see every evening of your stay. If you enjoy bird watching; Pajaro Dunes is a bird sanctuary. Just the sounds of the birds in the cypress trees will relax you during a walk. TOT Certificate #0094,,https://a0.muscache.com/pictures/prohost-api/Hosting-51107726/original/e3dbfec4-1ee9-42d8-a6e6-be05fa7ec9ec.jpeg,29898175,https://www.airbnb.com/users/show/29898175,At The Dunes,3/23/2015,"Watsonville, CA",My name is Brandelia Banuelos. I am co-owner of a local rental agency. The rental agency manages 34 property for various Pajaro Dunes Owners. We happily partner with Airbnb.,within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/8a4c8a1d-6674-4435-958f-e2e75e40da18.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8a4c8a1d-6674-4435-958f-e2e75e40da18.jpg?aki_policy=profile_x_medium,,32,78,"['email', 'phone', 'work_email']",t,t,,Unincorporated Areas,,36.87416,-121.82399,Entire condo,Entire home/apt,2,1,1 bath,1,1,"[""Heating"", ""Oven"", ""Iron"", ""Freezer"", ""Indoor fireplace"", ""First aid kit"", ""Waterfront"", ""Self check-in"", ""Toaster"", ""Refrigerator"", ""Fire extinguisher"", ""Hot water kettle"", ""Private entrance"", ""Conditioner"", ""EV charger"", ""Bathtub"", ""Free street parking"", ""Dryer"", ""Kitchen"", ""Single level home"", ""Beach essentials"", ""Microwave"", ""Lockbox"", ""Coffee maker"", ""TV with standard cable"", ""Shampoo"", ""Smoke alarm"", ""Cooking basics"", ""Dishes and silverware"", ""Hair dryer"", ""Extra pillows and blankets"", ""Beach view"", ""Stove"", ""Bed linens"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishwasher"", ""Wifi"", ""Ocean view"", ""Washer"", ""Free parking on premises"", ""Beach access \u2013 Beachfront"", ""Hot water"", ""Hangers""]",$403.00 ,1,365,2,4,365,365,2.1,365,,t,14,38,68,343,6/30/2024,27,2,0,8/3/2021,8/14/2023,4.81,4.74,4.78,5,4.85,5,4.48,,t,31,31,0,0,0.76
51130481,https://www.airbnb.com/rooms/51130481,2.02406E+13,6/30/2024,city scrape,Twin Lakes Santa Cruz Beach Home,"Sweet beach house 3 blocks from Twin Lakes Beach & The Crow's Nest!  Bright & airy with a cozy kitchen opening to the dining & living areas with access to a deck with dining/patio seating & a warm fire pit. There are 2 master suites with queen beds & en suite baths. The 3rd & 4th bedrooms also feature queen beds with a shared full bath. The family room is perfect for movie nights with a big screen SmartTV. The spacious backyard has a hot tub, beach bar, outdoor shower and fire pit.",,https://a0.muscache.com/pictures/feb22b66-8635-485e-ac92-36af75e0e560.jpg,22847734,https://www.airbnb.com/users/show/22847734,Paul,10/22/2014,"San Francisco, CA",,within an hour,100%,93%,t,https://a0.muscache.com/im/users/22847734/profile_pic/1414001189/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/22847734/profile_pic/1414001189/original.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone']",t,t,,City of Santa Cruz,,36.96636,-121.99602,Entire home,Entire home/apt,8,3.5,3.5 baths,4,4,"[""Heating"", ""Mosquito net"", ""Oven"", ""Iron"", ""Freezer"", ""Indoor fireplace"", ""First aid kit"", ""BBQ grill: gas"", ""Self check-in"", ""Toaster"", ""Refrigerator"", ""Fire extinguisher"", ""Hot water kettle"", ""Private entrance"", ""Private hot tub"", ""Conditioner"", ""Essentials"", ""Fire pit"", ""Board games"", ""Free street parking"", ""Exterior security cameras on property"", ""Olay  body soap"", ""Dryer"", ""Kitchen"", ""Room-darkening shades"", ""Outdoor furniture"", ""Backyard"", ""Private patio or balcony"", ""Outdoor shower"", ""Beach essentials"", ""Microwave"", ""Lockbox"", ""Coffee maker"", ""Dining table"", ""Shampoo"", ""Smoke alarm"", ""Cooking basics"", ""Dishes and silverware"", ""Cleaning products"", ""Hair dryer"", ""Pets allowed"", ""Free washer \u2013 In unit"", ""Outdoor dining area"", ""Stove"", ""Bed linens"", ""TV"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Wifi"", ""Free parking on premises"", ""Wine glasses"", ""Hot water"", ""Hangers""]",$688.00 ,3,28,1,3,1125,1125,3,1125,,t,2,9,25,190,6/30/2024,111,35,3,7/25/2021,6/16/2024,4.94,4.88,4.85,4.93,4.86,4.92,4.68,,f,1,1,0,0,3.11
51154768,https://www.airbnb.com/rooms/51154768,2.02406E+13,6/30/2024,city scrape,Riverfront 2 bed/2bath w/ocean view,"Come stay at a magical retreat in Capitola Village, on the river and steps from the beach and village dining/activities. Enjoy the shared river-front yard to BBQ, roast marshmallows and dine on the river.  Canoe down the river in our boat (seasonal only). Includes a master bedroom with a bathroom and a second bedroom with twin over full bunk bed and a twin trundle.  There are two twin sleeping nooks in the common area. Dining is a bar height table that seats 8. Fully stocked kitchen.",Literally a block from the village and beach with all water activities and dining and fun shops.,https://a0.muscache.com/pictures/f0fa1307-9e22-4ad7-b60e-3d673dfab9b3.jpg,21502629,https://www.airbnb.com/users/show/21502629,Mendy,9/18/2014,"San Carlos, CA",,within an hour,100%,85%,t,https://a0.muscache.com/im/pictures/user/cd18779e-cf61-49f9-9dc0-5f9f2956f8f6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cd18779e-cf61-49f9-9dc0-5f9f2956f8f6.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,Neighborhood highlights,City of Capitola,,36.97418,-121.95283,Entire townhouse,Entire home/apt,7,2,2 baths,2,4,"[""Heating"", ""Indoor fireplace"", ""Self check-in"", ""Patio or balcony"", ""Refrigerator"", ""Fire extinguisher"", ""Private entrance"", ""Keypad"", ""Essentials"", ""Fire pit"", ""Exterior security cameras on property"", ""Canal view"", ""Bay view"", ""Dryer"", ""Kitchen"", ""Sea view"", ""Outdoor furniture"", ""Backyard"", ""Coffee maker"", ""Shampoo"", ""Smoke alarm"", ""Dishes and silverware"", ""Hair dryer"", ""River view"", ""Outdoor dining area"", ""Beach view"", ""Resort access"", ""Carbon monoxide alarm"", ""TV"", ""BBQ grill"", ""Wifi"", ""Ocean view"", ""Washer"", ""Free parking on premises"", ""Beach access \u2013 Beachfront"", ""Hot water"", ""Hangers""]",$466.00 ,1,365,1,2,365,365,1.2,365,,t,3,16,41,312,6/30/2024,94,34,1,8/13/2021,6/16/2024,4.88,4.8,4.72,4.94,4.91,4.98,4.65,,f,1,1,0,0,2.68
